tech,code,name,role,stage,position,step,hs_rev_canonical,split_weight,codename,nace4,naics6_nace,naics6,naics6_all,naics_n_mapped
Heat Pumps,741110,Evaporator Coil; Copper Tubing,Product Component,Midstream,Midstream | Product Component,2,HS22,1,741110 | Evaporator Coil; Copper Tubing,2444,331420,331420,331420,1
Heat Pumps,760120,Alloyed Unwrought Aluminum,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,760120 | Alloyed Unwrought Aluminum,2442,331313,331313,331313,1
Heat Pumps,760820,Evaporator Coil; Aluminum Tubing,Product Component,Midstream,Midstream | Product Component,2,HS22,1,760820 | Evaporator Coil; Aluminum Tubing,2442,331313,331318,331318,1
Heat Pumps,820720,Tube Extrusion; Dies for Drawing or Extruding Metal,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,820720 | Tube Extrusion; Dies for Drawing or Extruding Metal,2573,333514,333514,333514,1
Heat Pumps,820720,Tube Production; Dies for Tube Extrusion,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,820720 | Tube Production; Dies for Tube Extrusion,2573,333514,333514,333514,1
Heat Pumps,840290,Heat Exchanger,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840290 | Heat Exchanger,2530,332410,332410,332410,1
Heat Pumps,841381,Liquid Pumps,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841381 | Liquid Pumps,2813,333912,333914,333914,1
Heat Pumps,841410,Air Pumps,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841410 | Air Pumps,2813,333912,333912,333912,1
Heat Pumps,841430,Reciprocating Compressors,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841430 | Reciprocating Compressors,2813,333912,333415,333415;336390,2
Heat Pumps,841490,Fans,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841490 | Fans,2813,333912,333912,333912;333413;333415;335210,4
Heat Pumps,841581,Air Conditioner (w Heat Pump),Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841581 | Air Conditioner (w Heat Pump),2825,333415,333415,333415,1
Heat Pumps,841581,Reversible Heat Pumps,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841581 | Reversible Heat Pumps,2825,333415,333415,333415,1
Heat Pumps,841590,Evaporator,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,841590 | Evaporator,2825,333415,333415,333415,1
Heat Pumps,841590,Condenser Coil / Evaporator Coil,Product Component,Midstream,Midstream | Product Component,2,HS22,0.5,841590 | Condenser Coil / Evaporator Coil,2825,333415,333415,333415,1
Heat Pumps,841861,Heat Pump,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841861 | Heat Pump,2825,333415,333415,333415,1
Heat Pumps,841861,Heat Pumps,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841861 | Heat Pumps,2825,333415,333415,333415,1
Heat Pumps,841899,Miscellaneous Heat Pump Components,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841899 | Miscellaneous Heat Pump Components,2825,333415,333415,333415;335220,2
Heat Pumps,846150,Tube Production; Tube Cutting,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,846150 | Tube Production; Tube Cutting,2841,333517,333517,333517;930000,2
Heat Pumps,846229,Sheet Metal Box Encasement Production; Numerically Controlled Press Bake,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,846229 | Sheet Metal Box Encasement Production; Numerically Controlled Press Bake,2841,333517,333517,333517;930000,2
Heat Pumps,846229,Condenser and Evaporator Tube Production; Numerically Controlled Tube Bending,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,846229 | Condenser and Evaporator Tube Production; Numerically Controlled Tube Bending,2841,333517,333517,333517;930000,2
Heat Pumps,846241,Sheet Metal Box Encasement Production; CNC Punch Press,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,0.5,846241 | Sheet Metal Box Encasement Production; CNC Punch Press,NA,NA,NA,NA,NA
Heat Pumps,846241,Sheet Metal Box Encasement Production; Shear Press,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,0.5,846241 | Sheet Metal Box Encasement Production; Shear Press,NA,NA,NA,NA,NA
Heat Pumps,851521,Condenser and Evaporator Tube Production; Joint Welding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,851521 | Condenser and Evaporator Tube Production; Joint Welding,2790,333992,333992,333992,1
Heat Pumps,853400,Smart Controls; Electronic Printed Circuits,Product Component,Midstream,Midstream | Product Component,2,HS22,1,853400 | Smart Controls; Electronic Printed Circuits,26112612,334412,334412,334412,1
Magnets,260120,Roasted Iron Pyrite,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260120 | Roasted Iron Pyrite,2013,325180,331110,331110,1
Magnets,260300,Copper Ore and Concentrate,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore and Concentrate,0729,212290,212230,212230,1
Magnets,260400,Nickel Ores and Concentrates,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ores and Concentrates,0729,212290,212230,212230,1
Magnets,260600,Bauxite Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260600 | Bauxite Ore,0729,212290,212290,212290,1
Magnets,261590,"Niobium, Tantalum and Vanadium Ores and Concentrates",Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,"261590 | Niobium, Tantalum and Vanadium Ores and Concentrates",0729,212290,212290,212290,1
Magnets,280530,"Rare-earth Metals, Scandium and Yttrium",Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,"280530 | Rare-earth Metals, Scandium and Yttrium",2013,325180,325180,325180,1
Magnets,283324,Nickel Sulfates,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,283324 | Nickel Sulfates,2013,325180,325180,325180,1
Magnets,284690,"Compounds, Mixes of Rare-earths, Yttrium, Scandium",Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,"284690 | Compounds, Mixes of Rare-earths, Yttrium, Scandium",2013,325180,325180,325180,1
Magnets,680421,Griding; Diamond Griding Wheel,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,680421 | Griding; Diamond Griding Wheel,2391,327910,327910,327910,1
Magnets,720293,Ferro-niobium,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720293 | Ferro-niobium,2410,331110,331110,331110,1
Magnets,760120,Aluminum Unwrought; Alloyed,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,760120 | Aluminum Unwrought; Alloyed,2442,331313,331313,331313,1
Magnets,820720,Casting; Strip Caster,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,820720 | Casting; Strip Caster,2573,333514,333514,333514,1
Magnets,845630,Thin Wire Electrode Cutting; Wire EDM (Electrical Discharge Machine),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,845630 | Thin Wire Electrode Cutting; Wire EDM (Electrical Discharge Machine),2841,333517,333517,333517,1
Magnets,847982,Compressed Air/gas grinding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,847982 | Compressed Air/gas grinding,2899,333242,333998,333998,1
Magnets,847989,Pressing; Cold Isostatic Press,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,847989 | Pressing; Cold Isostatic Press,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Magnets,850511,Permanent Magnets,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850511 | Permanent Magnets,2599,332999,332999,332999,1
Magnets,850519,Permanent Magnet Components,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,850519 | Permanent Magnet Components,2344,339999,339999,339999,1
Magnets,850519,Parts of Permanent Magnets,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850519 | Parts of Permanent Magnets,2344,339999,339999,339999,1
Magnets,850590,Pressing; Magnetic Field Press,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,850590 | Pressing; Magnetic Field Press,2790,333992,335999,335999,1
Magnets,851440,Induction Heating; Induction Furnace,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,851440 | Induction Heating; Induction Furnace,2821,333994,333994,333994,1
Magnets,854330,Decrepitation; Hydrogen Decrepitation Machine,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,854330 | Decrepitation; Hydrogen Decrepitation Machine,2849,333248,333248,333248,1
Magnets,854330,Electroplating; Electroplating Machine,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,854330 | Electroplating; Electroplating Machine,2849,333248,333248,333248,1
Nuclear,250410,Natural Graphite,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,250410 | Natural Graphite,0891,212323,327992,327992,1
Nuclear,252890,"Natural Borates, Natural Boric Acid (<85%)",Raw Material,Upstream,Upstream | Raw Material,1,HS12,1,"252890 | Natural Borates, Natural Boric Acid (<85%)",0891,212323,NA,NA,NA
Nuclear,260111,Iron Ore (Non- Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260111 | Iron Ore (Non- Agglomerated),0710,212210,212210,212210,1
Nuclear,260112,Iron Ore (Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260112 | Iron Ore (Agglomerated),0710,212210,212210,212210,1
Nuclear,260120,Iron (Roasted Iron Pyrites),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260120 | Iron (Roasted Iron Pyrites),2013,325180,331110,331110,1
Nuclear,260200,Manganese Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260200 | Manganese Ore,0729,212290,212290,212290,1
Nuclear,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Nuclear,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Nuclear,260700,Lead Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260700 | Lead Ore,0729,212290,212230,212230,1
Nuclear,261000,Chromium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261000 | Chromium Ore,0729,212290,212290,212290,1
Nuclear,261210,Uranium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261210 | Uranium Ore,0721,212290,212290,212290,1
Nuclear,261390,Molybdenum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261390 | Molybdenum Ore,0729,212290,212290,212290,1
Nuclear,261510,Zirconium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261510 | Zirconium Ore,0729,212290,212290,212290,1
Nuclear,281000,Boric Acid,Processed Material,Upstream,Upstream | Processed Material,1,HS22,1,281000 | Boric Acid,2013,325180,325180,325180,1
Nuclear,281290,Sulfur Hexafluoride,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281290 | Sulfur Hexafluoride,2013,325180,325180,325180,1
Nuclear,282520,Coolant; Lithium Hydroxide,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,282520 | Coolant; Lithium Hydroxide,2012,325180,325180,325180,1
Nuclear,282611,Neutron Moderator; Fluorides,Processed Material,Midstream,Midstream | Processed Material,2,HS07,1,282611 | Neutron Moderator; Fluorides,NA,NA,NA,NA,NA
Nuclear,284410,Nuclear Fuel; UF6,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,284410 | Nuclear Fuel; UF6,2446,325180,325180,325180,1
Nuclear,284420,Enriched U235 UF6,Product Component,Downstream,Downstream | Product Component,3,HS22,1,284420 | Enriched U235 UF6,2013,325180,325180,325180,1
Nuclear,284430,Depleted Uranium,Product Component,Downstream,Downstream | Product Component,3,HS22,1,284430 | Depleted Uranium,2013,325180,325180,325180,1
Nuclear,284450,Spent Nuclear Fuel Assemblies,Product Component,Downstream,Downstream | Product Component,3,HS22,1,284450 | Spent Nuclear Fuel Assemblies,3812,910000,910000,910000,1
Nuclear,284510,Heavy Water,Product Component,Downstream,Downstream | Product Component,3,HS22,1,284510 | Heavy Water,2013,325180,325180,325180,1
Nuclear,380110,Neutron Moderator; Artificial Graphite,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,380110 | Neutron Moderator; Artificial Graphite,2399,327999,327999,327999,1
Nuclear,681099,Hafnium; Control Rods,Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,681099 | Hafnium; Control Rods,2369,327991,327991,327991,1
Nuclear,681099,Cooling Towers; Reinforced Concrete,Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,681099 | Cooling Towers; Reinforced Concrete,2369,327991,327991,327991,1
Nuclear,720260,Steel Input; Ferro-nickel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720260 | Steel Input; Ferro-nickel,2410,331110,331110,331110,1
Nuclear,720270,Steel Input; Ferro-molybdenum,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720270 | Steel Input; Ferro-molybdenum,2410,331110,331110,331110,1
Nuclear,721921,Reactor Core; Structural Steel,Product Component,Downstream,Downstream | Product Component,3,HS22,1,721921 | Reactor Core; Structural Steel,2410,331110,331110,331110,1
Nuclear,721922,Reactor Core; Structural Steel,Product Component,Downstream,Downstream | Product Component,3,HS22,1,721922 | Reactor Core; Structural Steel,2410,331110,331110,331110,1
Nuclear,722790,Control Rods; Boron Steel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,722790 | Control Rods; Boron Steel,2410,331110,331110,331110,1
Nuclear,810990,Fuel Cladding; Zirconium,Processed Material,Midstream,Midstream | Processed Material,2,HS17,1,810990 | Fuel Cladding; Zirconium,NA,NA,NA,NA,NA
Nuclear,840110,Nuclear Reactors,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,840110 | Nuclear Reactors,2530,332410,332410,332410,1
Nuclear,840120,Enrichment; Centrifuges,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,840120 | Enrichment; Centrifuges,2899,333242,333998,333998,1
Nuclear,840130,Nuclear Fuel Assemblies,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840130 | Nuclear Fuel Assemblies,2013,325180,332410,332410,1
Nuclear,840140,Nuclear Reactor Components,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,840140 | Nuclear Reactor Components,2530,332410,332410,332410,1
Nuclear,840140,Parts of Nuclear Reactors,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,840140 | Parts of Nuclear Reactors,2530,332410,332410,332410,1
Nuclear,840420,Condenser,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840420 | Condenser,2530,332410,332410,332410,1
Nuclear,840681,Steam Turbine >40MW,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840681 | Steam Turbine >40MW,2811,333611,333611,333611,1
Nuclear,840690,Parts of Steam Turbines,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840690 | Parts of Steam Turbines,2811,333611,333611,333611,1
Nuclear,841780,UF6 Conversion; Industrial Furnace,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,841780 | UF6 Conversion; Industrial Furnace,2821,333994,333994,333994,1
Nuclear,841940,UF6 Conversion; Atmospheric Distillation Column,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,841940 | UF6 Conversion; Atmospheric Distillation Column,2829,333310,333241,333241;333248,2
Nuclear,841989,UF6 Conversion; Fluidized Bed Reactors,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,841989 | UF6 Conversion; Fluidized Bed Reactors,2829,333310,333998,333998;333241;333243;333248;333310,5
Nuclear,845430,Structural Steel; Steel Casting Machines,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845430 | Structural Steel; Steel Casting Machines,2891,333519,333248,333248;333517,2
Solar,250510,Silica,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,250510 | Silica,0811,212319,212322,212322,1
Solar,251910,Magnesium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,251910 | Magnesium Ore,0891,212323,212323,212323,1
Solar,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Solar,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Solar,260600,Solar Miscellaneous; Materials for Aluminum Coating,Raw Material,Upstream,Upstream | Raw Material,1,HS22,0.5,260600 | Solar Miscellaneous; Materials for Aluminum Coating,0729,212290,212290,212290,1
Solar,260600,Bauxite Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,0.5,260600 | Bauxite Ore,0729,212290,212290,212290,1
Solar,260900,Tin Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260900 | Tin Ore,0729,212290,212290,212290,1
Solar,261610,Silver Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261610 | Silver Ore,0729,212290,212220,212220,1
Solar,280450,Tellurium,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,280450 | Tellurium,2013,325180,325120,325120;331410,2
Solar,280461,Polysilicon,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,280461 | Polysilicon,2013,325180,331410,331410,1
Solar,280469,Ingot; Hydrochloric Acid,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,280469 | Ingot; Hydrochloric Acid,2013,325180,331410,331410,1
Solar,280490,Selenium,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,280490 | Selenium,2013,325180,331410,331410,1
Solar,281410,Solar Miscellaneous; Ammonia for PECVD,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281410 | Solar Miscellaneous; Ammonia for PECVD,2015,325311,325311,325311,1
Solar,281820,Alumina,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281820 | Alumina,2442,331313,331313,331313,1
Solar,320890,Solar Miscellaneous; Antireflective Coating,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,320890 | Solar Miscellaneous; Antireflective Coating,2030,325510,325510,325510,1
Solar,350610,Solar Miscellaneous; Silver Conductive Adhesive Paste,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,350610 | Solar Miscellaneous; Silver Conductive Adhesive Paste,2052,325520,325520,325520,1
Solar,381800,Silicon Wafers,Product Component,Midstream,Midstream | Product Component,2,HS22,1,381800 | Silicon Wafers,2059,325180,325998,325998,1
Solar,390130,Solar Glass; Ethylene Polymers for EVA Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390130 | Solar Glass; Ethylene Polymers for EVA Sheets,2016,325211,325211,325211,1
Solar,390469,Solar Glass; Fluoro-polymers for Back Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390469 | Solar Glass; Fluoro-polymers for Back Sheets,2016,325211,325211,325211;325212,2
Solar,390730,Epoxide Resins as Potting Agent,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390730 | Epoxide Resins as Potting Agent,2016,325211,325211,325211,1
Solar,390761,Solar Glass; Polyethylene Terephthalate (PET) for Back Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390761 | Solar Glass; Polyethylene Terephthalate (PET) for Back Sheets,2016,325211,325211,325211,1
Solar,392010,Solar Glass; Polymers of Ethylene for EVA Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS12,1,392010 | Solar Glass; Polymers of Ethylene for EVA Sheets,2221,326113,326113,326113,1
Solar,392030,Solar Glass; Polymers of Styrene for EVA Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS12,1,392030 | Solar Glass; Polymers of Styrene for EVA Sheets,2221,326113,326113,326113,1
Solar,392062,Solar Glass; Polyethylene Terephthalate (PET) for Back Sheets,Processed Material,Midstream,Midstream | Processed Material,2,HS12,1,392062 | Solar Glass; Polyethylene Terephthalate (PET) for Back Sheets,2221,326113,326113,326113,1
Solar,700510,Module; Glass Sheet Casing (Float),Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,700510 | Module; Glass Sheet Casing (Float),2311,327211,327211,327211,1
Solar,700510,Solar Glass; Glass Sheet Casing (Float Absorbent),Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,700510 | Solar Glass; Glass Sheet Casing (Float Absorbent),2311,327211,327211,327211,1
Solar,700529,Solar Glass; Glass Sheet Casing (Float),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,700529 | Solar Glass; Glass Sheet Casing (Float),2311,327211,327211,327211,1
Solar,700719,Module; Glass Sheet Casing (Toughened),Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,700719 | Module; Glass Sheet Casing (Toughened),2312,327215,327215,327215,1
Solar,700719,Solar Glass; Glass Sheet Casing (Toughened),Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,700719 | Solar Glass; Glass Sheet Casing (Toughened),2312,327215,327215,327215,1
Solar,710692,Cell; Silver in Semi-manufactured Forms,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,710692 | Cell; Silver in Semi-manufactured Forms,2441,331410,331491,331491,1
Solar,760120,Aluminum Unwrought; Alloyed,Product Component,Downstream,Downstream | Product Component,3,HS22,1,760120 | Aluminum Unwrought; Alloyed,2442,331313,331313,331313,1
Solar,760310,"Cell; Powders of Non-lamellar Structure, of Aluminum",Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,"760310 | Cell; Powders of Non-lamellar Structure, of Aluminum",2442,331313,331314,331314,1
Solar,761090,Mounting Equipment; Structural Aluminum (Structures),Product Component,Downstream,Downstream | Product Component,3,HS22,1,761090 | Mounting Equipment; Structural Aluminum (Structures),2511,332312,332312,332312;332322;332323,3
Solar,811292,Indium,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,811292 | Indium,24453832,331410,331410,331410;910000,2
Solar,830249,Mounting Equipment,Product Component,Downstream,Downstream | Product Component,3,HS22,1,830249 | Mounting Equipment,2572,332510,332510,332510,1
Solar,841989,Polysilicon Production; Fluidized Bed Reactor,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,841989 | Polysilicon Production; Fluidized Bed Reactor,2829,333310,333998,333998;333241;333243;333248;333310,5
Solar,845630,Cell Production; Rear-side Deposition of Silicon Oxide or Aluminum Oxide Layer (E-gun Evaporators),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,845630 | Cell Production; Rear-side Deposition of Silicon Oxide or Aluminum Oxide Layer (E-gun Evaporators),2841,333517,333517,333517,1
Solar,847989,Module Production; Automated Glass Loading,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.25,847989 | Module Production; Automated Glass Loading,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Solar,847989,Module Production; Laydown of First Encapsulant Sheet,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.25,847989 | Module Production; Laydown of First Encapsulant Sheet,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Solar,847989,Module Production; Laydown of Second Encapsulant Sheet,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.25,847989 | Module Production; Laydown of Second Encapsulant Sheet,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Solar,847989,Module Production; Laydown of Backsheet,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.25,847989 | Module Production; Laydown of Backsheet,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Solar,848610,Ingot Production; Silicon Growth Furnaces,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.25,848610 | Ingot Production; Silicon Growth Furnaces,2899,333242,333242,333242,1
Solar,848610,Ingot Production; Band Saw Ingot Cutting,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.25,848610 | Ingot Production; Band Saw Ingot Cutting,2899,333242,333242,333242,1
Solar,848610,Ingot Production; Surface Grinding Edge Chamfering,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.25,848610 | Ingot Production; Surface Grinding Edge Chamfering,2899,333242,333242,333242,1
Solar,848610,Ingot Production; Chemical Bath,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.25,848610 | Ingot Production; Chemical Bath,2899,333242,333242,333242,1
Solar,848620,Module Production; Automated Cell Loading,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Automated Cell Loading,2899,333242,333242,333242,1
Solar,848620,Module Production; Webbing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Webbing,2899,333242,333242,333242,1
Solar,848620,Module Production; Stringing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Stringing,2899,333242,333242,333242,1
Solar,848620,Module Production; Contactless Infrared Soldering to Front and Back Silver on Cells,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Contactless Infrared Soldering to Front and Back Silver on Cells,2899,333242,333242,333242,1
Solar,848620,Module Production; Module Lamination,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Module Lamination,2899,333242,333242,333242,1
Solar,848620,Module Production; Automated Module Edge Trimming,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Automated Module Edge Trimming,2899,333242,333242,333242,1
Solar,848620,Module Production; I-V Module Testing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; I-V Module Testing,2899,333242,333242,333242,1
Solar,848620,Module Production; Electroluminescence Inspection,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Module Production; Electroluminescence Inspection,2899,333242,333242,333242,1
Solar,848620,Cell Production; Test Wafer,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; Test Wafer,2899,333242,333242,333242,1
Solar,848620,Cell Production; Saw Damage Removal and Surface Texturization,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; Saw Damage Removal and Surface Texturization,2899,333242,333242,333242,1
Solar,848620,Cell Production; POCl3 Diffusion,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; POCl3 Diffusion,2899,333242,333242,333242,1
Solar,848620,"Cell Production; PSG Removal, Near Side Planarization, and Edge Isolation by Single-side Etching",Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,"848620 | Cell Production; PSG Removal, Near Side Planarization, and Edge Isolation by Single-side Etching",2899,333242,333242,333242,1
Solar,848620,Cell Production; Rear-side Deposition of Silicon Oxide or Aluminum Oxide Layer (Furnance),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; Rear-side Deposition of Silicon Oxide or Aluminum Oxide Layer (Furnance),2899,333242,333242,333242,1
Solar,848620,Cell production; PECVD (Plasma-enhanced Chemical Vapor Deposition),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell production; PECVD (Plasma-enhanced Chemical Vapor Deposition),2899,333242,333242,333242,1
Solar,848620,Cell Production; Laser Opening,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; Laser Opening,2899,333242,333242,333242,1
Solar,848620,Cell Production; Screen-print,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; Screen-print,2899,333242,333242,333242,1
Solar,848620,Cell Production; J-V Measurement and Cell Binning,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.05555555555555555,848620 | Cell Production; J-V Measurement and Cell Binning,2899,333242,333242,333242,1
Solar,848620,Wafer Production; Wire Saw Cutting,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.05555555555555555,848620 | Wafer Production; Wire Saw Cutting,2899,333242,333242,333242,1
