tech,code,name,role,stage,position,step,hs_rev_canonical,split_weight,codename,nace4,naics6_nace,naics6,naics6_all,naics_n_mapped
Biofuel,841430,Compressor,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,841430 | Compressor,2813,333912,333415,333415;336390,2
Biofuel,841939,Degumming; Vacuum Dryer,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,841939 | Degumming; Vacuum Dryer,2899,333242,333241,333241;333998,2
Biofuel,841940,Production Separation; Atmospheric Distillation Column,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,841940 | Production Separation; Atmospheric Distillation Column,2829,333310,333241,333241;333248,2
Biofuel,841950,Conveyance of Product; Plate Heat Exchangers,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,841950 | Conveyance of Product; Plate Heat Exchangers,2825,333415,332410,332410,1
Biofuel,841989,Catalyst Bed Reactor,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,841989 | Catalyst Bed Reactor,2829,333310,333998,333998;333241;333243;333248;333310,5
Biofuel,841990,Fixed Bed Reactor Internals,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,841990 | Fixed Bed Reactor Internals,2825,333415,333243,333243;333310;333991;333998;339113,5
Biofuel,842119,Centrifuges,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,842119 | Centrifuges,28293250,333998,333998,333998,1
Biofuel,842121,Conveyance of Product; Flash Drums,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842121 | Conveyance of Product; Flash Drums,2829,333310,333310,333310,1
Biofuel,842139,Vapor-liquid Separator,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842139 | Vapor-liquid Separator,2825,333415,333413,333413;333998,2
Electrolyzers,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Electrolyzers,260500,Cobalt Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260500 | Cobalt Ore,0729,212290,212290,212290,1
Electrolyzers,261100,Tungsten Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261100 | Tungsten Ore,0729,212290,212290,212290,1
Electrolyzers,261310,Molybdenum Ore (Roasted),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261310 | Molybdenum Ore (Roasted),0729,212290,212290,212290,1
Electrolyzers,261390,Molybdenum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261390 | Molybdenum Ore,0729,212290,212290,212290,1
Electrolyzers,261400,Titanium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261400 | Titanium Ore,0729,212290,212290,212290,1
Electrolyzers,282200,Catalyst; Cobalt Oxide / Hydroxides,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,282200 | Catalyst; Cobalt Oxide / Hydroxides,2012,325180,325180,325180,1
Electrolyzers,282300,Diffusion Layer; Titanium Oxide,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,282300 | Diffusion Layer; Titanium Oxide,2012,325180,325130,325130,1
Electrolyzers,283324,Catalyst; Nickel Sulfate,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,283324 | Catalyst; Nickel Sulfate,2013,325180,325180,325180,1
Electrolyzers,283329,Cobalt Sulfate,Processed Material,Midstream,Midstream | Processed Material,2,HS12,1,283329 | Cobalt Sulfate,2013,325180,325180,325180,1
Electrolyzers,283699,Cobalt Carbonate,Processed Material,Midstream,Midstream | Processed Material,2,HS12,1,283699 | Cobalt Carbonate,2013,325180,325180,325180;325311,2
Electrolyzers,284330,Bi-Polar Plate; Gold,Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,284330 | Bi-Polar Plate; Gold,2013,325180,325180,325180,1
Electrolyzers,284330,Diffusion Layer; Gold,Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,284330 | Diffusion Layer; Gold,2013,325180,325180,325180,1
Electrolyzers,381511,"Cathode, Anode Catalyst",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"381511 | Cathode, Anode Catalyst",2059,325180,325180,325180,1
Electrolyzers,381512,"Cathode, Anode Catalyst",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"381512 | Cathode, Anode Catalyst",2059,325180,325180,325180,1
Electrolyzers,390130,Diaphragm; Ethylene Polymer,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390130 | Diaphragm; Ethylene Polymer,2016,325211,325211,325211,1
Electrolyzers,390190,Diaphragm; Ethylene Polymer,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390190 | Diaphragm; Ethylene Polymer,2016,325211,325211,325211;325212,2
Electrolyzers,390230,Diaphragm; Propylene Polymer,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390230 | Diaphragm; Propylene Polymer,2016,325211,325211,325211,1
Electrolyzers,390290,Diaphragm; Propylene Polymer,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390290 | Diaphragm; Propylene Polymer,2016,325211,325211,325211,1
Electrolyzers,391000,Gasket; Silicone,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391000 | Gasket; Silicone,2016,325211,325212,325212,1
Electrolyzers,391400,Ion Exchange Membrane,Product Component,Downstream,Downstream | Product Component,3,HS22,1,391400 | Ion Exchange Membrane,2016,325211,325211,325211,1
Electrolyzers,400270,Gasket; Ethylene Propylene Diene Rubber (EPDM),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,400270 | Gasket; Ethylene Propylene Diene Rubber (EPDM),2017,325212,325212,325212,1
Electrolyzers,711011,Catalyst; Platinum,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,711011 | Catalyst; Platinum,2441,331410,331410,331410,1
Electrolyzers,711021,Catalyst; Palladium,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,711021 | Catalyst; Palladium,2441,331410,331410,331410,1
Electrolyzers,711041,Catalyst; Iridium,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,711041 | Catalyst; Iridium,2441,331410,331410,331410,1
Electrolyzers,810110,Catalyst; Tungsten,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,810110 | Catalyst; Tungsten,2445,331410,331492,331492,1
Electrolyzers,810210,Catalyst; Molybdenum,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,810210 | Catalyst; Molybdenum,2445,331410,331492,331492,1
Electrolyzers,820730,Bi-Polar Plate; Stamping Die,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,820730 | Bi-Polar Plate; Stamping Die,2573,333514,333514,333514;333515,2
Electrolyzers,841370,Centrifugal Pumps,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841370 | Centrifugal Pumps,2813,333912,333914,333914,1
Electrolyzers,841490,"Pumps, Compressors, etc. Parts",Product Component,Downstream,Downstream | Product Component,3,HS22,1,"841490 | Pumps, Compressors, etc. Parts",2813,333912,333912,333912;333413;333415;335210,4
Electrolyzers,841861,Compression Refrigeration Equipment,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841861 | Compression Refrigeration Equipment,2825,333415,333415,333415,1
Electrolyzers,841869,Freezing Equipment,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841869 | Freezing Equipment,2825,333415,333415,333415,1
Electrolyzers,841899,Freezing Equipment Parts,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841899 | Freezing Equipment Parts,2825,333415,333415,333415;335220,2
Electrolyzers,841939,Catalyst Coated Membrane Production; Dryer  (Anode),Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,841939 | Catalyst Coated Membrane Production; Dryer  (Anode),2899,333242,333241,333241;333998,2
Electrolyzers,841939,Catalyst Coated Membrane Production; Dryer  (Cathode),Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,841939 | Catalyst Coated Membrane Production; Dryer  (Cathode),2899,333242,333241,333241;333998,2
Electrolyzers,841950,Heat Exchange Units,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841950 | Heat Exchange Units,2825,333415,332410,332410,1
Electrolyzers,841990,"Industrial Heating/cooling, Parts",Product Component,Downstream,Downstream | Product Component,3,HS12,1,"841990 | Industrial Heating/cooling, Parts",2825,333415,333243,333243;333310;333991;333998;339113,5
Electrolyzers,842121,Water Filtering Machines,Product Component,Downstream,Downstream | Product Component,3,HS22,1,842121 | Water Filtering Machines,2829,333310,333310,333310,1
Electrolyzers,842139,Gas Filtering Machinery,Product Component,Downstream,Downstream | Product Component,3,HS22,1,842139 | Gas Filtering Machinery,2825,333415,333413,333413;333998,2
Electrolyzers,842489,Catalyst Coated Membrane Production; Web Coating  (Anode),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.5,842489 | Catalyst Coated Membrane Production; Web Coating  (Anode),2829,333310,333912,333912,1
Electrolyzers,842489,Catalyst Coated Membrane Production; Web Coating  (Cathode),Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.5,842489 | Catalyst Coated Membrane Production; Web Coating  (Cathode),2829,333310,333912,333912,1
Electrolyzers,844319,Gasket Production; Screen Printing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,844319 | Gasket Production; Screen Printing,28942899,333248,333248,333248,1
Electrolyzers,845611,Catalyst Coated Membrane Production; Membrane Cutter,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845611 | Catalyst Coated Membrane Production; Membrane Cutter,2841,333517,333517,333517,1
Electrolyzers,846150,Gasket Production; Die Cutting,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846150 | Gasket Production; Die Cutting,2841,333517,333517,333517;930000,2
Electrolyzers,846241,Diffusion Layer Production; Blanking (CNC Punch),Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,1,846241 | Diffusion Layer Production; Blanking (CNC Punch),NA,NA,NA,NA,NA
Electrolyzers,846261,Diffusion Layer Production; Metal Compaction,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846261 | Diffusion Layer Production; Metal Compaction,2841,333517,333517,333517;930000,2
Electrolyzers,847981,Catalyst Coated Membrane Production; Z Fold Coil Winder,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,847981 | Catalyst Coated Membrane Production; Z Fold Coil Winder,2899,333242,333519,333519,1
Electrolyzers,847982,Diffusion Layer Production: Industrial Blender,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,847982 | Diffusion Layer Production: Industrial Blender,2899,333242,333998,333998,1
Electrolyzers,847982,Active Materials Production; Industrial Blender,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,847982 | Active Materials Production; Industrial Blender,2899,333242,333998,333998,1
Electrolyzers,851430,Diffusion Layer Production; Sintering Furnace,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,1,851430 | Diffusion Layer Production; Sintering Furnace,NA,NA,NA,NA,NA
Electrolyzers,854330,Electrolyzers,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,854330 | Electrolyzers,2849,333248,333248,333248,1
Electrolyzers,854370,Bi-Polar Plate; Physical Vapour Deposition,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,854370 | Bi-Polar Plate; Physical Vapour Deposition,2790,333992,335999,335999;333998;334210;334510;334511;335139;339992,7
Electrolyzers,854380,Electrolyzer Assembly; UV curing equipment,Process Equipment,Downstream,Downstream | Process Equipment,3,HS92,1,854380 | Electrolyzer Assembly; UV curing equipment,NA,NA,NA,NA,NA
Electrolyzers,901380,Catalyst Coated Membrane Production; Terahertz Scanner Quality Control,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,901380 | Catalyst Coated Membrane Production; Terahertz Scanner Quality Control,2670,333310,333310,333310,1
Geothermal,250810,Drilling Fluid; Bentonite,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,250810 | Drilling Fluid; Bentonite,0891,212323,212323,212323,1
Geothermal,252100,Limestone,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,252100 | Limestone,0811,212319,212319,212319,1
Geothermal,252330,Geothermal Wells; Cement,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,252330 | Geothermal Wells; Cement,2351,327310,327310,327310,1
Geothermal,252520,Mica,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,252520 | Mica,0891,212323,327992,327992,1
Geothermal,260111,Iron Ore (Non- Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260111 | Iron Ore (Non- Agglomerated),0710,212210,212210,212210,1
Geothermal,260112,Iron Ore (Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260112 | Iron Ore (Agglomerated),0710,212210,212210,212210,1
Geothermal,260120,Iron (Roasted Iron Pyrites),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260120 | Iron (Roasted Iron Pyrites),2013,325180,331110,331110,1
Geothermal,260200,Manganese Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260200 | Manganese Ore,0729,212290,212290,212290,1
Geothermal,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Geothermal,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Geothermal,260600,Aluminum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260600 | Aluminum Ore,0729,212290,212290,212290,1
Geothermal,261000,Chromium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261000 | Chromium Ore,0729,212290,212290,212290,1
Geothermal,261390,Molybdenum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261390 | Molybdenum Ore,0729,212290,212290,212290,1
Geothermal,261400,Titanium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261400 | Titanium Ore,0729,212290,212290,212290,1
Geothermal,271114,O-Rings; Polymers,Product Component,Midstream,Midstream | Product Component,2,HS22,1,271114 | O-Rings; Polymers,1920,325110,325110,325110,1
Geothermal,283620,Drilling Fluid; Sodium Carbonate,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,283620 | Drilling Fluid; Sodium Carbonate,2013,325180,325180,325180,1
Geothermal,340399,Lubricants,Product Component,Midstream,Midstream | Product Component,2,HS22,1,340399 | Lubricants,2059,325180,325998,325998,1
Geothermal,390461,O-Rings; PTFE (Polytetrafluoroethylene),Product Component,Midstream,Midstream | Product Component,2,HS22,1,390461 | O-Rings; PTFE (Polytetrafluoroethylene),2016,325211,325211,325211,1
Geothermal,391000,O-Rings; Silicone Rubber,Product Component,Midstream,Midstream | Product Component,2,HS22,1,391000 | O-Rings; Silicone Rubber,2016,325211,325212,325212,1
Geothermal,400249,Mud Hose; Chloroprene rubber,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,400249 | Mud Hose; Chloroprene rubber,2017,325212,325212,325212,1
Geothermal,400259,O-Rings; HNBR (Hydrogenated Nitrile Rubber),Product Component,Midstream,Midstream | Product Component,2,HS22,0.5,400259 | O-Rings; HNBR (Hydrogenated Nitrile Rubber),2017,325212,325212,325212,1
Geothermal,400259,Mud Hose; Nitrile Rubber,Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,400259 | Mud Hose; Nitrile Rubber,2017,325212,325212,325212,1
Geothermal,401693,O-Rings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,401693 | O-Rings,2219,326299,339991,339991,1
Geothermal,710229,Industrial Diamonds,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,710229 | Industrial Diamonds,3212,212390,212390,212390,1
Geothermal,710510,Diamond Powder,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,710510 | Diamond Powder,3212,212390,327910,327910,1
Geothermal,720230,Casing; Ferro-manganese,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720230 | Casing; Ferro-manganese,2410,331110,331110,331110,1
Geothermal,720249,Casing; Ferro-chromium,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720249 | Casing; Ferro-chromium,2410,331110,331110,331110,1
Geothermal,720260,Casing; Ferro-nickel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720260 | Casing; Ferro-nickel,2410,331110,331110,331110,1
Geothermal,720270,Casing; Ferro-molybdenum,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720270 | Casing; Ferro-molybdenum,2410,331110,331110,331110,1
Geothermal,720291,Casing; Ferro-titanium,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720291 | Casing; Ferro-titanium,2410,331110,331110,331110,1
Geothermal,720610,Casing; Carbon Steel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,720610 | Casing; Carbon Steel,2410,331110,331110,331110,1
Geothermal,722410,Casing; Steel Alloy Ignot (Not Stainless),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,722410 | Casing; Steel Alloy Ignot (Not Stainless),2410,331110,331110,331110,1
Geothermal,722490,Casing; Semi-finished Products of Alloy Steel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,722490 | Casing; Semi-finished Products of Alloy Steel,2410,331110,331110,331110,1
Geothermal,730420,Drill Pipes,Product Component,Downstream,Downstream | Product Component,3,HS92,1,730420 | Drill Pipes,NA,NA,NA,NA,NA
Geothermal,730424,Geothermal Pipe (Stainless Steel),Final Product,Final Product,Final Product | Final Product,4,HS12,1,730424 | Geothermal Pipe (Stainless Steel),2420,332996,331210,331210,1
Geothermal,730429,Geothermal Pipe,Final Product,Final Product,Final Product | Final Product,4,HS12,1,730429 | Geothermal Pipe,2420,332996,331110,331110,1
Geothermal,730721,Flanges,Product Component,Midstream,Midstream | Product Component,2,HS22,1,730721 | Flanges,2420,332996,332996,332996,1
Geothermal,730791,Flanges,Product Component,Midstream,Midstream | Product Component,2,HS22,1,730791 | Flanges,2420,332996,332996,332996,1
Geothermal,731815,Bolts,Product Component,Midstream,Midstream | Product Component,2,HS22,1,731815 | Bolts,2594,332722,332722,332722,1
Geothermal,732620,Mud Hose; Steel Wire,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,732620 | Mud Hose; Steel Wire,2599,332999,332618,332618,1
Geothermal,820719,Drill Bit - Polycrystalline Diamond Compact (PDC),Product Component,Downstream,Downstream | Product Component,3,HS22,1,820719 | Drill Bit - Polycrystalline Diamond Compact (PDC),2573,333514,333131,333131,1
Geothermal,820750,Drill Bit - Tungsten Carbide Inserts (TCI),Product Component,Downstream,Downstream | Product Component,3,HS22,1,820750 | Drill Bit - Tungsten Carbide Inserts (TCI),2573,333514,333515,333515,1
Geothermal,840420,Water Cooled Direct Contact Condenser,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840420 | Water Cooled Direct Contact Condenser,2530,332410,332410,332410,1
Geothermal,840681,Steam Turbine >40MW,Final Product,Final Product,Final Product | Final Product,4,HS22,1,840681 | Steam Turbine >40MW,2811,333611,333611,333611,1
Geothermal,840682,Steam Turbine <40MW,Final Product,Final Product,Final Product | Final Product,4,HS22,1,840682 | Steam Turbine <40MW,2811,333611,333611,333611,1
Geothermal,840690,Parts of Steam Turbines,Product Component,Downstream,Downstream | Product Component,3,HS22,1,840690 | Parts of Steam Turbines,2811,333611,333611,333611,1
Geothermal,841391,Low Pressure Impellers,Product Component,Midstream,Midstream | Product Component,2,HS22,1,841391 | Low Pressure Impellers,2813,333912,336310,336310;333914;333996,3
Geothermal,841710,Furnace for Steel Pipe Making,Product Component,Midstream,Midstream | Product Component,2,HS22,0.3333333333333333,841710 | Furnace for Steel Pipe Making,2821,333994,333994,333994,1
Geothermal,841710,Drill Pipe Manufacture; Furnace Heating,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.3333333333333333,841710 | Drill Pipe Manufacture; Furnace Heating,2821,333994,333994,333994,1
Geothermal,841710,Kellys; Furnace Heating,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.3333333333333333,841710 | Kellys; Furnace Heating,2821,333994,333994,333994,1
Geothermal,841950,Heat Exchanger,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841950 | Heat Exchanger,2825,333415,332410,332410,1
Geothermal,841950,Industrial Heat Exchangers,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,841950 | Industrial Heat Exchangers,2825,333415,332410,332410,1
Geothermal,841989,Drill Pipes; Quenching,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.5,841989 | Drill Pipes; Quenching,2829,333310,333998,333998;333241;333243;333248;333310,5
Geothermal,841989,Kellys; Quenching,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.5,841989 | Kellys; Quenching,2829,333310,333998,333998;333241;333243;333248;333310,5
Geothermal,842139,Particle Removers,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,842139 | Particle Removers,2825,333415,333413,333413;333998,2
Geothermal,842139,Mist Separators,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,842139 | Mist Separators,2825,333415,333413,333413;333998,2
Geothermal,842641,Derricks,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842641 | Derricks,2822,333120,333120,333120;333924,2
Geothermal,843041,Well Drilling,Final Product,Final Product,Final Product | Final Product,4,HS22,1,843041 | Well Drilling,2892,333120,333131,333131,1
Geothermal,843049,Well Drilling,Final Product,Final Product,Final Product | Final Product,4,HS22,1,843049 | Well Drilling,2892,333120,333120,333120;333132;333131;336611,4
Geothermal,843143,Kellys,Product Component,Downstream,Downstream | Product Component,3,HS22,1,843143 | Kellys,2892,333120,333132,333132;333120,2
Geothermal,845430,Metal Casting Machines,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845430 | Metal Casting Machines,2891,333519,333248,333248;333517,2
Geothermal,845510,Rolling machine; Steam Turbine Components,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845510 | Rolling machine; Steam Turbine Components,2891,333519,333519,333519,1
Geothermal,845521,Drill Pipe Manufacture; Hot Rolling,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,845521 | Drill Pipe Manufacture; Hot Rolling,2891,333519,333519,333519,1
Geothermal,845521,Kellys; Hot Rolling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,845521 | Kellys; Hot Rolling,2891,333519,333519,333519,1
Geothermal,845610,Derrick Manufacture; Table Laser Cutting,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,845610 | Derrick Manufacture; Table Laser Cutting,NA,NA,NA,NA,NA
Geothermal,845640,Derrick Manufacture; CNC Plasma Cutting,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845640 | Derrick Manufacture; CNC Plasma Cutting,2841,333517,333248,333248;333517,2
Geothermal,845710,Steam Turbine Components Production; CNC Machining,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,845710 | Steam Turbine Components Production; CNC Machining,2841,333517,333517,333517;930000,2
Geothermal,845710,Drill Pipes; CNC Machining,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,845710 | Drill Pipes; CNC Machining,2841,333517,333517,333517;930000,2
Geothermal,845891,Drill Pipes; CNC Turning,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,845891 | Drill Pipes; CNC Turning,2841,333517,333517,333517;930000,2
Geothermal,845921,Drill Pipes; CNC Drilling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,845921 | Drill Pipes; CNC Drilling,2849,333248,333517,333517;930000,2
Geothermal,845931,Diamond - Drill Bits; CNC mills,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,845931 | Diamond - Drill Bits; CNC mills,2841,333517,333517,333517;930000,2
Geothermal,845961,Steam Turbine Components Production; Milling,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,845961 | Steam Turbine Components Production; Milling,2841,333517,333517,333517;930000,2
Geothermal,845961,Drill Pipes; CNC Milling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,845961 | Drill Pipes; CNC Milling,2841,333517,333517,333517;930000,2
Geothermal,846021,Steam Turbine Components Production; Grinding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.5,846021 | Steam Turbine Components Production; Grinding,NA,NA,NA,NA,NA
Geothermal,846021,Drill Pipes; CNC Grinding,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,0.5,846021 | Drill Pipes; CNC Grinding,NA,NA,NA,NA,NA
Geothermal,846090,Steam Turbine Components Production; Polishing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846090 | Steam Turbine Components Production; Polishing,2841,333517,333517,333517;930000,2
Geothermal,846210,Steam Turbine Components Production; Die Forging,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,1,846210 | Steam Turbine Components Production; Die Forging,NA,NA,NA,NA,NA
Geothermal,846630,Rotary Table,Product Component,Downstream,Downstream | Product Component,3,HS12,1,846630 | Rotary Table,2849,333248,333515,333515;333243,2
Geothermal,847982,Mud Mixing Hopper,Product Component,Downstream,Downstream | Product Component,3,HS22,1,847982 | Mud Mixing Hopper,2899,333242,333998,333998,1
Geothermal,848210,Bearings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848210 | Bearings,2815,332991,332991,332991,1
Geothermal,850239,Electric Generating Sets,Final Product,Final Product,Final Product | Final Product,4,HS22,1,850239 | Electric Generating Sets,2711,335312,333611,333611,1
Geothermal,851430,Steam Turbine Components Production; Furnace,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,1,851430 | Steam Turbine Components Production; Furnace,NA,NA,NA,NA,NA
Geothermal,851490,Steam Turbine Components Production; Furnace Parts,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,851490 | Steam Turbine Components Production; Furnace Parts,2821,333994,333310,333310;333994,2
Geothermal,851531,Steam Turbine Components; Welding Arc,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,851531 | Steam Turbine Components; Welding Arc,2790,333992,333992,333992,1
Geothermal,851539,Derrick Manufacture; Flux-cored Welding / Shielded Metal Arc Welding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,851539 | Derrick Manufacture; Flux-cored Welding / Shielded Metal Arc Welding,2790,333992,333992,333992,1
Geothermal,851580,Steam Turbine Components; Laser Welding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,851580 | Steam Turbine Components; Laser Welding,2790,333992,333912,333912;333992,2
Heat Pumps,251910,Magnesium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,251910 | Magnesium Ore,0891,212323,212323,212323,1
Heat Pumps,252921,Refrigerant,Product Component,Midstream,Midstream | Product Component,2,HS22,1,252921 | Refrigerant,NA,NA,212390,212390,1
Heat Pumps,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Heat Pumps,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Heat Pumps,260600,Bauxite Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260600 | Bauxite Ore,0729,212290,212290,212290,1
Heat Pumps,261390,Molybdenum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261390 | Molybdenum Ore,0729,212290,212290,212290,1
Heat Pumps,281820,Alumina,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281820 | Alumina,2442,331313,331313,331313,1
Heat Pumps,740110,Copper Mattes,Processed Material,Midstream,Midstream | Processed Material,2,HS07,1,740110 | Copper Mattes,NA,NA,NA,NA,NA
Heat Pumps,740313,Copper Billets Unwrought; Copper Tubing,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,740313 | Copper Billets Unwrought; Copper Tubing,2444,331420,331410,331410,1
