year,tech,role,stage,exports,imports,balance
2015,Magnets,Final Product,Final Product,127.9395,13903.892000000003,-13775.952500000003
2016,Magnets,Raw Material,Upstream,2354905.055,725668.531,1629236.5240000002
2016,Magnets,Processed Material,Midstream,1725954.6930000004,123351.43799999998,1602603.2550000004
2016,Magnets,Process Equipment,Downstream,232523.1080000001,832599.3169999998,-600076.2089999997
2016,Magnets,Product Component,Downstream,73.4215,3409.9289999999996,-3336.5074999999997
2016,Magnets,Final Product,Final Product,151.60649999999998,10456.658,-10305.0515
2017,Magnets,Process Equipment,Downstream,180917.156,625788.2769999999,-444871.1209999999
2017,Magnets,Processed Material,Midstream,2027026.0090000005,137198.647,1889827.3620000007
2017,Magnets,Raw Material,Upstream,2731395.626000001,854602.0099999999,1876793.6160000013
2017,Magnets,Product Component,Downstream,116.648,4197.991,-4081.343
2017,Magnets,Final Product,Final Product,180.6315,12150.818499999996,-11970.186999999996
2018,Magnets,Raw Material,Upstream,2759810.76,750421.551,2009389.2089999998
2018,Magnets,Processed Material,Midstream,2279984.341,156383.24800000002,2123601.093
2018,Magnets,Process Equipment,Downstream,185081.62399999992,769949.2400000001,-584867.6160000002
2018,Magnets,Product Component,Downstream,168.9885,5683.120499999999,-5514.131999999999
2018,Magnets,Final Product,Final Product,347.2565,13687.942,-13340.6855
2019,Magnets,Process Equipment,Downstream,157952.64700000003,753022.4920000001,-595069.8450000001
2019,Magnets,Raw Material,Upstream,2542297.609,630773.6540000001,1911523.955
2019,Magnets,Processed Material,Midstream,2472837.939999999,137178.844,2335659.095999999
2019,Magnets,Product Component,Downstream,214.781,5976.374499999999,-5761.593499999999
2019,Magnets,Final Product,Final Product,423.52599999999995,12647.9305,-12224.4045
2020,Magnets,Process Equipment,Downstream,147846.661,664417.423,-516570.762
2020,Magnets,Raw Material,Upstream,2745135.042,500464.18999999994,2244670.852
2020,Magnets,Processed Material,Midstream,1719903.241,153129.55,1566773.6909999999
2020,Magnets,Product Component,Downstream,183.887,5472.1585000000005,-5288.271500000001
2020,Magnets,Final Product,Final Product,470.265,12105.2625,-11634.997500000001
2021,Magnets,Process Equipment,Downstream,249865.72799999994,869933.542,-620067.814
2021,Magnets,Processed Material,Midstream,2453506.071,463883.82699999993,1989622.244
2021,Magnets,Raw Material,Upstream,3729096.1359999995,429797.599,3299298.5369999995
2021,Magnets,Product Component,Downstream,64.6735,8718.7555,-8654.081999999999
