year,country_iso3,tech,role,stage,exports,imports,balance,country_name
2002,BRA,Heat Pumps,Product Component,Downstream,526285.404,219425.2965,306860.1075,Brazil
2002,BRA,Heat Pumps,Raw Material,Upstream,111869.857,194515.19,-82645.333,Brazil
2002,BRA,Heat Pumps,Processed Material,Midstream,403508.25600000017,10458.952000000001,393049.3040000002,Brazil
2002,BRA,Heat Pumps,Product Component,Midstream,36085.867000000006,204097.05849999998,-168011.1915,Brazil
2002,BRA,Heat Pumps,Process Equipment,Midstream,1247.8239999999998,3813.375,-2565.5510000000004,Brazil
2002,BRA,Heat Pumps,Final Product,Final Product,5954.861,17093.095,-11138.234,Brazil
2002,BRA,Heat Pumps,Process Equipment,Downstream,954.326,26651.394,-25697.068,Brazil
2002,BRA,Magnets,Process Equipment,Downstream,46094.998999999996,319809.528,-273714.529,Brazil
2002,BRA,Magnets,Raw Material,Upstream,115722.974,194703.22100000002,-78980.24700000002,Brazil
2002,BRA,Magnets,Processed Material,Midstream,529952.9820000001,8360.705,521592.27700000006,Brazil
2002,BRA,Magnets,Product Component,Downstream,696.6565,1841.5625,-1144.906,Brazil
2002,BRA,Magnets,Final Product,Final Product,819.406,4257.758,-3438.352,Brazil
2002,BRA,Nuclear,Process Equipment,Midstream,8284.713,91639.634,-83354.921,Brazil
2002,BRA,Nuclear,Raw Material,Upstream,3662716.1180000007,217513.62500000006,3445202.4930000007,Brazil
2002,BRA,Nuclear,Product Component,Downstream,10924.008000000002,79197.86450000003,-68273.85650000002,Brazil
2002,BRA,Nuclear,Processed Material,Midstream,19667.634000000002,19169.410999999996,498.2230000000054,Brazil
2002,BRA,Nuclear,Process Equipment,Downstream,285.599,17478.748,-17193.149,Brazil
2002,BRA,Nuclear,Processed Material,Upstream,0,10697.077000000001,-10697.077000000001,Brazil
2002,BRA,Nuclear,Final Product,Final Product,0,707.0625,-707.0625,Brazil
2002,BRA,Solar,Processed Material,Midstream,450475.4125000001,201653.87199999997,248821.54050000012,Brazil
2002,BRA,Solar,Process Equipment,Midstream,14077.777999999993,107126.24301851854,-93048.46501851855,Brazil
2002,BRA,Solar,Process Equipment,Downstream,40407.109000000004,284651.14014814835,-244244.03114814835,Brazil
2002,BRA,Solar,Raw Material,Upstream,118496.24699999999,195295.288,-76799.04100000001,Brazil
2002,BRA,Solar,Product Component,Downstream,230886.2905,95727.483,135158.8075,Brazil
2002,BRA,Solar,Product Component,Midstream,0,484.08,-484.08,Brazil
2002,BRA,Transmission,Process Equipment,Downstream,51655.84099999998,499699.16099999973,-448043.3199999998,Brazil
2002,BRA,Transmission,Raw Material,Upstream,3692623.1240000012,194515.19000000003,3498107.9340000013,Brazil
2002,BRA,Transmission,Processed Material,Midstream,249720.54100000003,33123.037000000004,216597.50400000002,Brazil
2002,BRA,Transmission,Process Equipment,Midstream,26404.647,22961.27799999999,3443.3690000000097,Brazil
2002,BRA,Transmission,Final Product,Final Product,9664.987000000001,72688.27500000002,-63023.28800000002,Brazil
2002,BRA,Transmission,Product Component,Downstream,15868.709999999997,30108.489999999994,-14239.779999999997,Brazil
2002,BRA,Wind,Product Component,Midstream,464132.983,1006931.9570000004,-542798.9740000004,Brazil
2002,BRA,Wind,Processed Material,Midstream,1210777.0419999994,414262.5920000002,796514.4499999993,Brazil
2002,BRA,Wind,Process Equipment,Downstream,11489.564,138692.94049999997,-127203.37649999997,Brazil
2002,BRA,Wind,Product Component,Downstream,268308.0520000001,528753.245,-260445.1929999999,Brazil
2002,BRA,Wind,Raw Material,Upstream,178594.758,273157.806,-94563.04799999998,Brazil
2002,BRA,Wind,Process Equipment,Midstream,3659.4199999999996,70342.97050000002,-66683.55050000003,Brazil
2002,BRA,Wind,Final Product,Final Product,902.651,214.3495,688.3014999999999,Brazil
2003,BRA,Batteries,Raw Material,Upstream,4416720.410000001,244580.65399999998,4172139.756000001,Brazil
2003,BRA,Batteries,Processed Material,Midstream,575727.752,349701.05000000005,226026.70199999993,Brazil
2003,BRA,Batteries,Product Component,Midstream,110544.45933333333,202807.6496666667,-92263.19033333336,Brazil
2003,BRA,Batteries,Process Equipment,Downstream,109314.23716666683,595906.8820000001,-486592.64483333327,Brazil
2003,BRA,Batteries,Process Equipment,Midstream,20546.076833333333,83843.31400000001,-63297.23716666668,Brazil
2003,BRA,Batteries,Final Product,Final Product,554.213,35624.774,-35070.560999999994,Brazil
2003,BRA,Batteries,Product Component,Downstream,505.38666666666666,5141.448333333333,-4636.0616666666665,Brazil
2003,BRA,Biofuel,Raw Material,Upstream,444773.16799999983,59228.359500000006,385544.8084999998,Brazil
2003,BRA,Biofuel,Processed Material,Midstream,401652.8992115383,242230.0924807692,159422.8067307691,Brazil
2003,BRA,Biofuel,Final Product,Final Product,12876.24353388278,111.97764194139185,12764.265891941388,Brazil
2003,BRA,Biofuel,Process Equipment,Downstream,553966.2139999999,305999.93999999994,247966.27399999998,Brazil
2003,BRA,Biofuel,Process Equipment,Midstream,18433.960000000003,33111.514,-14677.554,Brazil
2003,BRA,Electrolyzers,Product Component,Downstream,141024.54900000003,338849.743,-197825.194,Brazil
2003,BRA,Electrolyzers,Processed Material,Midstream,115404.20900000005,251820.33899999998,-136416.12999999995,Brazil
2003,BRA,Electrolyzers,Process Equipment,Downstream,48214.70799999998,323322.4039999999,-275107.69599999994,Brazil
2003,BRA,Electrolyzers,Process Equipment,Midstream,1714.3750000000002,11196.93,-9482.555,Brazil
2003,BRA,Electrolyzers,Product Component,Midstream,15360.904,23621.397,-8260.493,Brazil
2003,BRA,Electrolyzers,Final Product,Final Product,759.252,890.274,-131.02200000000005,Brazil
2003,BRA,Electrolyzers,Raw Material,Upstream,1630.072,36586.407999999996,-34956.335999999996,Brazil
2003,BRA,Geothermal,Product Component,Midstream,171722.62999999995,479241.5323333333,-307518.90233333333,Brazil
2003,BRA,Geothermal,Final Product,Final Product,57958.519999999975,759754.601,-701796.081,Brazil
2003,BRA,Geothermal,Raw Material,Upstream,4370616.781,318397.5530000001,4052219.228,Brazil
2003,BRA,Geothermal,Processed Material,Midstream,297468.48500000004,65014.673,232453.81200000003,Brazil
2003,BRA,Geothermal,Product Component,Downstream,55060.64399999999,182571.07000000004,-127510.42600000004,Brazil
2003,BRA,Geothermal,Process Equipment,Midstream,22805.7265,96247.93833333331,-73442.2118333333,Brazil
2003,BRA,Geothermal,Process Equipment,Downstream,70936.35650000001,154121.01933333333,-83184.66283333332,Brazil
2003,BRA,Heat Pumps,Product Component,Downstream,590125.9615,229041.44050000003,361084.52099999995,Brazil
2003,BRA,Heat Pumps,Final Product,Final Product,10917.322,15736.067,-4818.744999999999,Brazil
2003,BRA,Heat Pumps,Raw Material,Upstream,134015.76799999998,222609.39300000004,-88593.62500000006,Brazil
2003,BRA,Heat Pumps,Processed Material,Midstream,593036.2100000001,11254.282,581781.9280000001,Brazil
2003,BRA,Heat Pumps,Product Component,Midstream,46966.31349999999,220735.7075,-173769.394,Brazil
2003,BRA,Heat Pumps,Process Equipment,Midstream,952.785,4095.325,-3142.54,Brazil
2003,BRA,Heat Pumps,Process Equipment,Downstream,2946.3610000000012,29294.721000000005,-26348.360000000004,Brazil
2003,BRA,Magnets,Process Equipment,Downstream,63471.34099999999,290742.07199999987,-227270.73099999988,Brazil
2003,BRA,Magnets,Raw Material,Upstream,136090.38199999998,223475.19300000003,-87384.81100000005,Brazil
2003,BRA,Magnets,Processed Material,Midstream,586475.7590000001,8502.965,577972.7940000001,Brazil
2003,BRA,Magnets,Product Component,Downstream,567.928,2515.7445,-1947.8165,Brazil
2003,BRA,Magnets,Final Product,Final Product,639.592,6238.092000000001,-5598.500000000001,Brazil
2003,BRA,Nuclear,Processed Material,Midstream,30695.547000000006,27917.795,2777.7520000000077,Brazil
2003,BRA,Nuclear,Raw Material,Upstream,4251161.754,254695.21000000002,3996466.5439999998,Brazil
2003,BRA,Nuclear,Product Component,Downstream,15179.166,61981.15499999999,-46801.988999999994,Brazil
2003,BRA,Nuclear,Process Equipment,Midstream,31372.370999999996,70252.96800000002,-38880.59700000002,Brazil
2003,BRA,Nuclear,Process Equipment,Downstream,1082.699,8532.327,-7449.627999999999,Brazil
2003,BRA,Nuclear,Processed Material,Upstream,0,12062.132,-12062.132,Brazil
2003,BRA,Solar,Processed Material,Midstream,672024.6759999995,234966.36700000003,437058.3089999995,Brazil
2003,BRA,Solar,Process Equipment,Downstream,56688.161925925866,254517.65940740713,-197829.49748148126,Brazil
2003,BRA,Solar,Raw Material,Upstream,147225.64000000004,223961.424,-76735.78399999996,Brazil
2003,BRA,Solar,Product Component,Downstream,266462.01599999995,129194.01599999999,137267.99999999994,Brazil
2003,BRA,Solar,Process Equipment,Midstream,14236.738240740742,76677.17192592593,-62440.433685185184,Brazil
2003,BRA,Solar,Product Component,Midstream,0,317.167,-317.167,Brazil
2003,BRA,Transmission,Process Equipment,Downstream,86267.57699999998,331970.225,-245702.648,Brazil
2003,BRA,Transmission,Final Product,Final Product,17144.877,63526.72200000001,-46381.84500000001,Brazil
2003,BRA,Transmission,Raw Material,Upstream,4288404.424000001,225381.31600000002,4063023.1080000005,Brazil
2003,BRA,Transmission,Processed Material,Midstream,407233.34500000003,51744.009999999995,355489.335,Brazil
2003,BRA,Transmission,Process Equipment,Midstream,36554.776,19725.161999999997,16829.614,Brazil
2003,BRA,Transmission,Product Component,Downstream,14528.096000000001,28537.297,-14009.200999999997,Brazil
2003,BRA,Wind,Processed Material,Midstream,1730704.6390000002,441949.33550000004,1288755.3035000002,Brazil
2003,BRA,Wind,Product Component,Midstream,534175.9919999997,1059351.9104999998,-525175.9185,Brazil
2003,BRA,Wind,Product Component,Downstream,342508.228,573114.443,-230606.21499999997,Brazil
2003,BRA,Wind,Raw Material,Upstream,214675.74400000004,334490.81600000005,-119815.07200000001,Brazil
2003,BRA,Wind,Process Equipment,Downstream,16800.887,97256.52100000001,-80455.634,Brazil
2003,BRA,Wind,Process Equipment,Midstream,7627.856,69320.445,-61692.58900000001,Brazil
2003,BRA,Wind,Final Product,Final Product,0,998.9955,-998.9955,Brazil
2004,BRA,Batteries,Raw Material,Upstream,6803345.237000002,529545.663,6273799.574000002,Brazil
2004,BRA,Batteries,Product Component,Midstream,163630.06166666668,343334.68433333334,-179704.62266666666,Brazil
2004,BRA,Batteries,Process Equipment,Downstream,316711.2480000003,785180.2996666664,-468469.0516666661,Brazil
2004,BRA,Batteries,Processed Material,Midstream,811847.0429999996,441072.98399999994,370774.05899999966,Brazil
2004,BRA,Batteries,Process Equipment,Midstream,18908.188000000002,59884.039333333334,-40975.85133333333,Brazil
2004,BRA,Batteries,Final Product,Final Product,1285.051,70032.163,-68747.112,Brazil
2004,BRA,Batteries,Product Component,Downstream,1391.5003333333334,5890.820666666666,-4499.320333333332,Brazil
2004,BRA,Biofuel,Raw Material,Upstream,602745.3715000002,132597.5055,470147.8660000003,Brazil
2004,BRA,Biofuel,Processed Material,Midstream,511970.6951346156,304037.77374999993,207932.92138461565,Brazil
2004,BRA,Biofuel,Final Product,Final Product,90604.63476831502,191.6901309523808,90412.94463736264,Brazil
2004,BRA,Biofuel,Process Equipment,Downstream,617000.4369999999,273770.87799999997,343229.55899999995,Brazil
2004,BRA,Biofuel,Process Equipment,Midstream,25613.880000000005,44068.93,-18455.049999999996,Brazil
2004,BRA,Electrolyzers,Product Component,Downstream,201736.473,344208.8669999999,-142472.3939999999,Brazil
2004,BRA,Electrolyzers,Processed Material,Midstream,114961.016,370893.49899999995,-255932.48299999995,Brazil
2004,BRA,Electrolyzers,Process Equipment,Downstream,49240.187,488507.6125,-439267.4255,Brazil
2004,BRA,Electrolyzers,Process Equipment,Midstream,2562.348,10942.1875,-8379.8395,Brazil
2004,BRA,Electrolyzers,Product Component,Midstream,18977.443,30228.454999999998,-11251.011999999999,Brazil
2004,BRA,Electrolyzers,Raw Material,Upstream,1374.7289999999998,96214.77699999999,-94840.04799999998,Brazil
2004,BRA,Electrolyzers,Final Product,Final Product,502.001,5367.213500000001,-4865.2125000000005,Brazil
2004,BRA,Geothermal,Processed Material,Midstream,376724.7240000001,103057.63,273667.0940000001,Brazil
2004,BRA,Geothermal,Raw Material,Upstream,6747433.266000001,596147.2719999999,6151285.994000001,Brazil
2004,BRA,Geothermal,Product Component,Midstream,227938.6536666666,617969.5733333335,-390030.9196666669,Brazil
2004,BRA,Geothermal,Final Product,Final Product,100427.186,151197.986,-50770.8,Brazil
2004,BRA,Geothermal,Process Equipment,Midstream,31351.07966666667,98064.67233333332,-66713.59266666665,Brazil
2004,BRA,Geothermal,Product Component,Downstream,72937.57800000001,140421.434,-67483.856,Brazil
2004,BRA,Geothermal,Process Equipment,Downstream,103147.44666666664,194274.30433333333,-91126.85766666669,Brazil
2004,BRA,Heat Pumps,Final Product,Final Product,21589.949999999986,16715.589999999997,4874.35999999999,Brazil
2004,BRA,Heat Pumps,Raw Material,Upstream,385442.359,495673.07499999995,-110230.71599999996,Brazil
2004,BRA,Heat Pumps,Product Component,Downstream,688133.2074999998,272475.904,415657.3034999998,Brazil
2004,BRA,Heat Pumps,Process Equipment,Downstream,1975.8149999999996,27958.558000000005,-25982.743000000006,Brazil
2004,BRA,Heat Pumps,Processed Material,Midstream,935186.1180000002,28855.341,906330.7770000002,Brazil
2004,BRA,Heat Pumps,Product Component,Midstream,60511.394499999995,300861.8140000001,-240350.41950000008,Brazil
2004,BRA,Heat Pumps,Process Equipment,Midstream,2107.64,6351.025,-4243.385,Brazil
2004,BRA,Magnets,Raw Material,Upstream,389994.75999999995,496585.5369999999,-106590.77699999994,Brazil
2004,BRA,Magnets,Process Equipment,Downstream,250904.20099999997,400555.7489999997,-149651.54799999975,Brazil
2004,BRA,Magnets,Processed Material,Midstream,869624.532,22708.459000000003,846916.073,Brazil
2004,BRA,Magnets,Product Component,Downstream,709.8634999999999,2996.92,-2287.0565,Brazil
2004,BRA,Magnets,Final Product,Final Product,709.8634999999999,10739.708,-10029.844500000001,Brazil
2004,BRA,Nuclear,Raw Material,Upstream,6544975.223999999,535940.825,6009034.398999999,Brazil
2004,BRA,Nuclear,Processed Material,Midstream,67655.14600000001,46779.795,20875.35100000001,Brazil
2004,BRA,Nuclear,Process Equipment,Midstream,18539.709000000003,70701.438,-52161.72899999999,Brazil
2004,BRA,Nuclear,Product Component,Downstream,27842.088000000003,79122.51299999998,-51280.424999999974,Brazil
2004,BRA,Nuclear,Process Equipment,Downstream,1257.219,18362.042,-17104.823,Brazil
2004,BRA,Nuclear,Processed Material,Upstream,0,12225.609,-12225.609,Brazil
2004,BRA,Nuclear,Final Product,Final Product,0,788.929,-788.929,Brazil
2004,BRA,Solar,Raw Material,Upstream,405543.3239999999,500940.66500000004,-95397.34100000013,Brazil
2004,BRA,Solar,Processed Material,Midstream,863350.4384999998,287831.79850000003,575518.6399999998,Brazil
2004,BRA,Solar,Process Equipment,Midstream,21747.830722222203,81067.03296296299,-59319.20224074078,Brazil
2004,BRA,Solar,Process Equipment,Downstream,244410.14927777828,350779.35770370404,-106369.20842592575,Brazil
2004,BRA,Solar,Product Component,Downstream,526692.2165,173268.18850000002,353424.02799999993,Brazil
2004,BRA,Solar,Product Component,Midstream,0,812.686,-812.686,Brazil
2004,BRA,Transmission,Raw Material,Upstream,6597682.435000002,499118.7739999999,6098563.661000002,Brazil
2004,BRA,Transmission,Process Equipment,Downstream,277137.4989999999,439558.81599999964,-162421.31699999975,Brazil
2004,BRA,Transmission,Final Product,Final Product,33305.938,89870.275,-56564.33699999999,Brazil
2004,BRA,Transmission,Processed Material,Midstream,558832.492,98954.295,459878.197,Brazil
2004,BRA,Transmission,Process Equipment,Midstream,49200.366,35701.549,13498.817000000003,Brazil
2004,BRA,Transmission,Product Component,Downstream,16237.025,38784.61200000001,-22547.587000000007,Brazil
2004,BRA,Wind,Raw Material,Upstream,538557.1669999999,690726.185,-152169.01800000016,Brazil
2004,BRA,Wind,Processed Material,Midstream,2213083.5579999997,542644.663,1670438.8949999998,Brazil
2004,BRA,Wind,Product Component,Midstream,908412.2729999996,1420964.5369999995,-512552.26399999997,Brazil
2004,BRA,Wind,Product Component,Downstream,445965.6430000001,851794.289,-405828.6459999999,Brazil
2004,BRA,Wind,Process Equipment,Downstream,24610.66250000001,117708.68700000002,-93098.02450000001,Brazil
2004,BRA,Wind,Process Equipment,Midstream,8548.142499999998,99736.037,-91187.8945,Brazil
2004,BRA,Wind,Final Product,Final Product,785.1605,1974.0175,-1188.857,Brazil
2005,BRA,Batteries,Raw Material,Upstream,10097210.834,525804.7099999998,9571406.124000002,Brazil
2005,BRA,Batteries,Product Component,Midstream,182919.53100000005,338818.81033333344,-155899.2793333334,Brazil
2005,BRA,Batteries,Processed Material,Midstream,1067358.7160000007,589518.103,477840.6130000007,Brazil
2005,BRA,Batteries,Process Equipment,Downstream,250310.41383333266,933866.6733333329,-683556.2595000002,Brazil
2005,BRA,Batteries,Process Equipment,Midstream,28509.05116666666,94875.32866666668,-66366.27750000003,Brazil
2005,BRA,Batteries,Final Product,Final Product,3921.2195,71443.276,-67522.05649999999,Brazil
2005,BRA,Batteries,Product Component,Downstream,2581.6369999999993,7189.146666666666,-4607.509666666667,Brazil
2005,BRA,Biofuel,Raw Material,Upstream,683852.0567499999,254494.43075,429357.6259999999,Brazil
2005,BRA,Biofuel,Processed Material,Midstream,683765.4703653845,406634.75226923096,277130.7180961535,Brazil
2005,BRA,Biofuel,Final Product,Final Product,148445.22192216117,203.1363937728936,148242.08552838827,Brazil
2005,BRA,Biofuel,Process Equipment,Midstream,26527.565000000002,43581.973,-17054.407999999996,Brazil
2005,BRA,Biofuel,Process Equipment,Downstream,736233.0040000001,341483.125,394749.8790000001,Brazil
2005,BRA,Electrolyzers,Processed Material,Midstream,182718.58500000002,453706.024,-270987.43899999995,Brazil
2005,BRA,Electrolyzers,Product Component,Downstream,288493.0899999998,405156.48199999984,-116663.39200000005,Brazil
2005,BRA,Electrolyzers,Process Equipment,Downstream,87385.00849999994,726706.6325,-639321.6240000001,Brazil
2005,BRA,Electrolyzers,Process Equipment,Midstream,4982.6375,13411.6355,-8428.998,Brazil
2005,BRA,Electrolyzers,Product Component,Midstream,25405.837,59945.792,-34539.955,Brazil
2005,BRA,Electrolyzers,Raw Material,Upstream,4447.032999999999,202169.03,-197721.997,Brazil
2005,BRA,Electrolyzers,Final Product,Final Product,2223.8175,3657.469,-1433.6515,Brazil
2005,BRA,Geothermal,Raw Material,Upstream,10042333.425999999,620071.165,9422262.261,Brazil
2005,BRA,Geothermal,Product Component,Midstream,289681.91716666665,681510.1213333334,-391828.2041666668,Brazil
2005,BRA,Geothermal,Process Equipment,Downstream,128050.85266666667,260650.6838333333,-132599.83116666664,Brazil
2005,BRA,Geothermal,Process Equipment,Midstream,29352.824666666664,151037.5678333333,-121684.74316666664,Brazil
2005,BRA,Geothermal,Final Product,Final Product,135368.89299999998,187134.55500000005,-51765.66200000007,Brazil
2005,BRA,Geothermal,Product Component,Downstream,120188.63199999998,183831.27099999998,-63642.638999999996,Brazil
2005,BRA,Geothermal,Processed Material,Midstream,641524.1485,151439.06399999998,490085.0845,Brazil
2005,BRA,Heat Pumps,Raw Material,Upstream,565640.215,491867.304,73772.91099999996,Brazil
2005,BRA,Heat Pumps,Product Component,Downstream,802061.1655000002,315308.102,486753.0635000002,Brazil
2005,BRA,Heat Pumps,Final Product,Final Product,43832.861000000055,20071.809999999998,23761.051000000058,Brazil
2005,BRA,Heat Pumps,Processed Material,Midstream,1124586.9380000003,44496.08500000001,1080090.8530000004,Brazil
2005,BRA,Heat Pumps,Product Component,Midstream,63456.2875,354040.10900000005,-290583.8215000001,Brazil
2005,BRA,Heat Pumps,Process Equipment,Midstream,2389.3379999999997,7545.816,-5156.478,Brazil
2005,BRA,Heat Pumps,Process Equipment,Downstream,4254.4000000000015,31695.98200000001,-27441.58200000001,Brazil
2005,BRA,Magnets,Raw Material,Upstream,572637.8759999999,492766.69800000003,79871.1779999999,Brazil
2005,BRA,Magnets,Process Equipment,Downstream,180294.663,426885.56499999977,-246590.90199999977,Brazil
2005,BRA,Magnets,Processed Material,Midstream,1022616.636,29536.148999999998,993080.4870000001,Brazil
2005,BRA,Magnets,Product Component,Downstream,530.201,2974.0555000000004,-2443.8545000000004,Brazil
2005,BRA,Magnets,Final Product,Final Product,530.201,12984.335000000003,-12454.134000000002,Brazil
2005,BRA,Nuclear,Process Equipment,Midstream,31023.626999999997,94493.938,-63470.311,Brazil
2005,BRA,Nuclear,Raw Material,Upstream,9804461.467,515954.599,9288506.868,Brazil
2005,BRA,Nuclear,Product Component,Downstream,42852.833999999995,101379.93000000001,-58527.09600000001,Brazil
2005,BRA,Nuclear,Processed Material,Midstream,106218.38999999998,77253.462,28964.927999999985,Brazil
2005,BRA,Nuclear,Process Equipment,Downstream,2530.184,18270.413,-15740.229,Brazil
2005,BRA,Nuclear,Processed Material,Upstream,0,12889.657000000001,-12889.657000000001,Brazil
2005,BRA,Nuclear,Final Product,Final Product,0,579.595,-579.595,Brazil
2005,BRA,Solar,Raw Material,Upstream,597110.2449999999,502700.45900000003,94409.78599999985,Brazil
2005,BRA,Solar,Processed Material,Midstream,1103278.1355000003,350753.48900000006,752524.6465000003,Brazil
2005,BRA,Solar,Product Component,Downstream,543965.6775,174042.28100000002,369923.3965,Brazil
2005,BRA,Solar,Process Equipment,Midstream,36268.99164814817,123857.56966666672,-87588.57801851854,Brazil
2005,BRA,Solar,Process Equipment,Downstream,165790.71968518494,380688.2933333335,-214897.57364814857,Brazil
2005,BRA,Solar,Product Component,Midstream,0,690.537,-690.537,Brazil
2005,BRA,Transmission,Raw Material,Upstream,9838614.895999998,491638.877,9346976.018999998,Brazil
2005,BRA,Transmission,Process Equipment,Midstream,76148.51,69561.91499999998,6586.595000000016,Brazil
2005,BRA,Transmission,Process Equipment,Downstream,204216.79800000004,514395.09799999994,-310178.29999999993,Brazil
2005,BRA,Transmission,Product Component,Downstream,21463.005,37227.726,-15764.721000000001,Brazil
2005,BRA,Transmission,Processed Material,Midstream,840784.1390000001,153460.298,687323.841,Brazil
2005,BRA,Transmission,Final Product,Final Product,23620.927,101270.15599999999,-77649.22899999999,Brazil
2005,BRA,Wind,Raw Material,Upstream,768231.8669999999,800212.8049999999,-31980.938000000082,Brazil
2005,BRA,Wind,Processed Material,Midstream,2609273.925,675054.8300000001,1934219.0949999997,Brazil
2005,BRA,Wind,Product Component,Midstream,958375.4949999999,1638833.6950000003,-680458.2000000004,Brazil
2005,BRA,Wind,Product Component,Downstream,656475.7540000001,1018558.7660000001,-362083.012,Brazil
2005,BRA,Wind,Process Equipment,Downstream,34413.812999999995,164073.80200000003,-129659.98900000003,Brazil
2005,BRA,Wind,Process Equipment,Midstream,8483.484999999999,91973.462,-83489.977,Brazil
2005,BRA,Wind,Final Product,Final Product,827.8855,2839.2015,-2011.3160000000003,Brazil
2006,BRA,Batteries,Processed Material,Midstream,1663053.1229999997,654749.235,1008303.8879999997,Brazil
2006,BRA,Batteries,Product Component,Midstream,152897.94633333336,396951.19033333333,-244053.24399999998,Brazil
2006,BRA,Batteries,Process Equipment,Downstream,331140.2021666661,1012876.5880000016,-681736.3858333356,Brazil
2006,BRA,Batteries,Process Equipment,Midstream,30430.606833333328,122302.69199999998,-91872.08516666666,Brazil
2006,BRA,Batteries,Raw Material,Upstream,12499175.597000001,1045003.998,11454171.599000001,Brazil
2006,BRA,Batteries,Final Product,Final Product,4540.627499999999,83685.7545,-79145.127,Brazil
2006,BRA,Batteries,Product Component,Downstream,2538.539666666667,7506.985666666667,-4968.446,Brazil
2006,BRA,Biofuel,Raw Material,Upstream,788678.8510000003,227354.58725000004,561324.2637500002,Brazil
2006,BRA,Biofuel,Final Product,Final Product,179493.14583241756,188.0808809523808,179305.06495146517,Brazil
2006,BRA,Biofuel,Processed Material,Midstream,1330494.7764807686,530144.3824999998,800350.3939807687,Brazil
2006,BRA,Biofuel,Process Equipment,Downstream,817490.1250000001,393210.227,424279.8980000001,Brazil
2006,BRA,Biofuel,Process Equipment,Midstream,37903.274000000005,81238.563,-43335.28899999999,Brazil
2006,BRA,Electrolyzers,Processed Material,Midstream,265205.5910000001,577521.8900000001,-312316.29900000006,Brazil
2006,BRA,Electrolyzers,Process Equipment,Downstream,71393.29750000002,1078002.5219999999,-1006609.2244999999,Brazil
2006,BRA,Electrolyzers,Product Component,Downstream,344489.87400000007,455252.31700000004,-110762.44299999997,Brazil
2006,BRA,Electrolyzers,Process Equipment,Midstream,4109.4175000000005,15898.545000000002,-11789.127500000002,Brazil
2006,BRA,Electrolyzers,Product Component,Midstream,45036.766,65933.39499999999,-20896.628999999986,Brazil
2006,BRA,Electrolyzers,Final Product,Final Product,913.9784999999999,1267.1644999999999,-353.1859999999999,Brazil
2006,BRA,Electrolyzers,Raw Material,Upstream,9573.56,171215.805,-161642.245,Brazil
2006,BRA,Geothermal,Product Component,Midstream,315304.75283333316,771947.6045000001,-456642.851666667,Brazil
2006,BRA,Geothermal,Final Product,Final Product,276404.3480000001,272130.565,4273.783000000112,Brazil
2006,BRA,Geothermal,Product Component,Downstream,129971.41200000001,209257.24099999998,-79285.82899999997,Brazil
2006,BRA,Geothermal,Process Equipment,Midstream,45449.783333333326,180428.6435,-134978.86016666668,Brazil
2006,BRA,Geothermal,Process Equipment,Downstream,66282.17233333332,273408.08949999994,-207125.91716666662,Brazil
2006,BRA,Geothermal,Raw Material,Upstream,12395526.559,1190952.496,11204574.063000001,Brazil
2006,BRA,Geothermal,Processed Material,Midstream,526986.5025000001,169527.9365,357458.56600000005,Brazil
2006,BRA,Heat Pumps,Product Component,Downstream,894675.9924999999,316789.8849999999,577886.1075,Brazil
2006,BRA,Heat Pumps,Final Product,Final Product,36152.405,58312.38000000001,-22159.975000000013,Brazil
2006,BRA,Heat Pumps,Process Equipment,Downstream,6933.207000000002,47228.013999999996,-40294.80699999999,Brazil
2006,BRA,Heat Pumps,Processed Material,Midstream,1842442.605,64700.511,1777742.094,Brazil
2006,BRA,Heat Pumps,Raw Material,Upstream,840477.807,1034660.3650000001,-194182.55800000008,Brazil
2006,BRA,Heat Pumps,Product Component,Midstream,99291.1875,412097.91400000016,-312806.72650000016,Brazil
2006,BRA,Heat Pumps,Process Equipment,Midstream,1657.0880000000002,8703.063000000002,-7045.975000000002,Brazil
2006,BRA,Magnets,Process Equipment,Downstream,261071.54800000004,452863.0179999998,-191791.46999999977,Brazil
2006,BRA,Magnets,Processed Material,Midstream,1258644.2810000004,33752.193999999996,1224892.0870000005,Brazil
2006,BRA,Magnets,Raw Material,Upstream,846619.4260000001,1027730.6330000001,-181111.20700000005,Brazil
2006,BRA,Magnets,Product Component,Downstream,448.71750000000003,2948.781,-2500.0634999999997,Brazil
2006,BRA,Magnets,Final Product,Final Product,670.7175000000001,13401.606500000002,-12730.889000000001,Brazil
2006,BRA,Nuclear,Processed Material,Midstream,170426.63300000003,86190.17999999998,84236.45300000005,Brazil
2006,BRA,Nuclear,Process Equipment,Midstream,33892.854999999996,109562.546,-75669.691,Brazil
2006,BRA,Nuclear,Raw Material,Upstream,12212492.65,1065813.4660000002,11146679.184,Brazil
2006,BRA,Nuclear,Product Component,Downstream,62082.27199999998,144212.986,-82130.71400000002,Brazil
2006,BRA,Nuclear,Process Equipment,Downstream,4310.253000000001,22763.040999999997,-18452.787999999997,Brazil
2006,BRA,Nuclear,Processed Material,Upstream,0,12657.267,-12657.267,Brazil
2006,BRA,Nuclear,Final Product,Final Product,0,521.457,-521.457,Brazil
2006,BRA,Solar,Processed Material,Midstream,1711666.184,448118.4799999999,1263547.704,Brazil
2006,BRA,Solar,Product Component,Downstream,699470.666,202673.499,496797.16699999996,Brazil
